Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"16/01/2023","56 AN CHOILL RUA, KELLYMOUNT, PAULSTOWN","Kilkenny","R95E928","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","57 MILLBRIDGE WAY, NAAS, KILDARE","Kildare","W91T9TP","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","59 ABBOTSTOWN RD, FINGLAS WEST, DUBLIN 11","Dublin","D11W2K2","€10,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","6 BAYVIEW, PEMBROKE ST, IRISHTOWN DUBLIN 4","Dublin","D04WP59","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","6 Blackwater Demense, Ardnacrusha, Co Clare","Clare","","€458,149.77","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","6 CAMP LANE, BALLYSHANNON, DONEGAL","Donegal","F94RK64","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","6 KILLARNEY PARK, BRAY, WICKLOW","Wicklow","A98K2T8","€438,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","6 MILLVIEW, RIDGE RD, PORTLAOISE","Laois","R32KHY2","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","6 ST BRIDGETS PLACE, SLIGO, SLIGO","Sligo","F91DYW9","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","6 TEMPLEDOWNEY, TOOMEVARA, NENAGH","Tipperary","E45KW60","€147,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","64 GRATTAN LODGE, DONAGHMEDE, DUBLIN 13","Dublin","D13C2W1","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","7 CHURCH WALK, RIVERSTON ABBEY, NAVAN RD DUBLIN 7","Dublin","D07Y8P0","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","7 CLEARWATER, COURTMACSHERRY, CORK","Cork","P72XV57","€486,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","7 LOG NA GCAPALL, CIRCULAR RD SOUTH, LIMERICK","Limerick","V94PC8R","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","7 Revington Park, North Circular Road","Limerick","","€785,000.00","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","71 GRANVILLE RD, CABINTEELY, DUN LAOGHAIRE","Dublin","A96W1W3","€660,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","72 Newtown Manor, Monaleen, County Limerick","Limerick","","€321,585.90","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","72 THE WILLOW, CHARLEVILLE SQ, RATHFARNHAM DUBLIN 16","Dublin","D14N880","€285,422.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","73 BALROTHERY ESTATE, TALLAGHT, DUBLIN 24","Dublin","D24WY6F","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","76 CASTLEPARK, BALLINCOLLIG, CORK","Cork","P31C793","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","7B ROSEBURY COURT, KNOCK, MAYO","Mayo","F12RD63","€87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","8 ASHTON GROVE, EARLSCOURT DUNMORE RD, WATERFORD","Waterford","X91WPW8","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","8 CASTLECURRAGH PARK, BLANCHARDSTOWN, DUBLIN 15","Dublin","D15E3Y9","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","8 DOLPHIN AVENUE, SOUTH CIRCULAR ROAD, DUBLIN 8","Dublin","D08H7N3","€995,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","8 THE HAVEN, MILLERSBROOK, NENAGH","Tipperary","E45PX05","€220,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","80 COLLEGE WOOD MANOR, CLANE, KILDARE","Kildare","W91PA03","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","81 BOULEVARD, MOUNT EUSTACE, TYRELLSTOWN DUBLIN 15","Dublin","D15AP29","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","81 GRIFFITH RATH HALL, MAYNOOTH, KILDARE","Kildare","W23T6K4","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","83 CLUAIN CRAOIBH, KINNEGAD, WESTMEATH","Westmeath","N91VH75","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","89A THOMOND STUDENT VILLA, OLD CRATLOE ROAD, LIMERICK","Limerick","V94YW31","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","9 MYRTLE HOUSE, THE COAST, BALDOYLE DUBLIN 13","Dublin","D13K2K5","€390,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","90A THOMOND STUDENT VILLA, OLD CRATLOE ROAD, LIMERICK","Limerick","V94N624","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","92A ROCKFORD PARK, BLACKROCK, CO DUBLIN","Dublin","A94RD78","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","95 MONALEA GROVE, FIRHOUSE, DUBLIN","Dublin","D24R9HH","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","96 CUIL NA CANALACH, POOLBOY, BALLINASLOE","Galway","","€229,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","97 CLONARD PARK, BALLYBEG, WATERFORD","Waterford","X91X7HR","€92,220.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","ABBEYTOWN, ROSCOMMON TOWN, ROSCOMMON","Roscommon","F42YV18","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","APRIL COTTAGE, CROSSHUE BLACKWATER, ENNISCORTHY","Wexford","","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","APT 103, CHARLOTTE QUAY DOCK, DUBLIN 4","Dublin","D04KT95","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","APT 33 HAMILTON HALL, DUNBOYNE, MEATH","Meath","A86VY82","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","APT 51 DUNDRUM GATE, DUNDRUM, DUBLIN 14","Dublin","D16K797","€388,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","APT. 50 HAWTHORN VILLAGE, SALEEN ROAD, CASTLEBAR","Mayo","F23XY39","€113,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","ASHLEE LODGE, TOWER, BLARNEY","Cork","T23YX51","€970,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","BALLINACOR BALLYMORE, MULLINGAR, WESTMEATH","Westmeath","N91CP04","€238,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","BALLINATTIN LODGE, BALLINATTIN, TRAMORE","Waterford","X91V5N8","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","BALLYLINE WEST, BALLYLONGFORD, CO. KERRY","Kerry","V31NN88","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","BANAGHER, FIVEMILEBOURNE, LEITRIM","Leitrim","","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","BARRACK STREET, CAPPOQUIN, CO WATERFORD","Waterford","P51C1F3","€87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","BEARSTED, LOVE LANE, CHARLEVILLE","Cork","P56RP30","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","BOOLAVOUNTEEN, BALLINAMULT, WATERFORD","Waterford","E91HR83","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","CANON LYNCH PLACE, CHAPEL STREET, CLOYNE","Cork","P25A660","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","CARANE, BALLINTUBBER, CASTLEREA","Roscommon","F45CK66","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","CLONEEN, NURNEY, CARLOW","Carlow","R93F8N8","€372,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","CNOC NA GREINE, UPPER ROCHESTOWN, CORK","Cork","","€200,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","COOLNACAPOGUE, TRAMORE, WATERFORD","Waterford","X91CX65","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","CORDERRY, CHURCHILL, LETTERKENNY","Donegal","F92C7F6","€84,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","COSGROVES BAR, MAIN STREET, MILTOWN","Kerry","V93RX86","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","CURRAGHAMONE, BALLYBOFEY, DONEGAL","Donegal","F93Y1XE","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","DERRYART, CREESLOUGH, DONEGAL","Donegal","F92K310","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","DERRYCASTLE DEMENSE, BALLINA, TIPPERARY","Tipperary","","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","DRUMELIS, CAVAN","Cavan","H12HN32","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","DRUMININ, BARNESMORE, DONEGAL","Donegal","","€240,000.00","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","GLANNOGE, DROMAHANE, MALLOW","Cork","","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","GLANN, CULLEENS, SLIGO","Sligo","","€295,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","GLENBANE, LATTIN, COUNTY TIPPERARY","Tipperary","E34V802","€86,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","GLENBOUGH, CURRACLOE, ENNISCORTHY","Wexford","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","INGLENOOK, KILMACANOGUE SOUTH, WICKLOW","Wicklow","A98E7V0","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","KILBRANEY, GUSSERANEY, NEW ROSS","Wexford","Y35PH04","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","KILLAGHY, MULLINAHONE, TIPPERARY","Tipperary","E41XD30","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","KISKEAM VILLAGE, CO. CORK","Cork","","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","LISSYBRODER, DUNMORE, GALWAY","Galway","H54CV61","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","MAIN STREET, RATOATH, COUNTY MEATH","Meath","","€800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","MOORLANDS HOUSE, REENALLAGANE, GLENBEIGH","Kerry","V93F7T2","€232,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","MOUNTINFANT, BALLYDESMOND, MALLOW","Cork","P51K8W3","€121,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","MULLYNADRUMMAN, MOHILL, LEITRIM","Leitrim","N41CK30","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","OAK LODGE, BELLINTER BRIDGE, TARA","Meath","","€850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","PARKPLACE, COLEHILL, LONGFORD","Longford","","€237,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","SEAVIEW HOUSE, SHANAHILL EAST, CASTLEMAINE","Kerry","V93Y8C1","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","SHANCO, NEWBLISS, MONAGHAN","Monaghan","","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","TINNEHINCH, ENNISKERRY, WICKLOW","Wicklow","A98X899","€1,500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","1 CROMWELLS FORT AVE, MULGANNON, WEXFORD","Wexford","Y35E3C1","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","10 CLARINDA COURT, CLARINDA PARK WEST, DUN LAOGHAIRE","Dublin","A96T250","€507,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","10 GLEANN DAIRE, ARDAGH, CO LIMERICK","Limerick","V42XE94","€147,137.00","No","Yes","New Dwelling house /Apartment",""
"17/01/2023","10 GLENCORP RD, WHITEHALL, DUBLIN 9","Dublin","D09PW10","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","10 OAKLEY SQ, OAKLEY RD, RANELAGH DUBLIN 6","Dublin","D06AX97","€285,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","10 SHEEN WOODS, KENMARE, KERRY","Kerry","V93NW20","€304,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","10 THE RISE, LAKEPOINT, MULLINGAR","Westmeath","N91D8K0","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","1037 GURTEENOONA, MONASTEREVIN, KILDARE","Kildare","W34TX47","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","104 Westpoint, Donegal Town","Donegal","","€246,697.00","No","Yes","New Dwelling house /Apartment",""
"17/01/2023","11 GLENEASTON LAWNS, LEIXLIP, CO KILDARE","Kildare","W23KD82","€487,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","11 LODGE COURT, BORRIS, CARLOW","Carlow","R95A065","€213,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","11 THE KYBE, SKERRIES, CO DUBLIN","Dublin","K34WP20","€555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","11 THE STEEPLES, TIMMONS HILL, NAVAN","Meath","C15X990","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","112 Dundoogan, Haynestown, Dundalk","Louth","","€198,193.82","No","Yes","New Dwelling house /Apartment",""
"17/01/2023","114 CASTLEBYRNE PARK, BLACKROCK, DUBLIN","Dublin","A94H223","€499,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","12 GLEANN DAIRE, ARDAGH, CO LIMERICK","Limerick","V42XH93","€177,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","12 LAUREL VIEW, CASTLEPARK VILLAGE, ST JOSEPHS RD","Cork","P51XEW4","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","12 stonebridge wood, shankill, dublin 18","Dublin","","€440,528.00","No","Yes","New Dwelling house /Apartment",""
"17/01/2023","13 ORMOND DRIVE, SIX CROSS ROADS","Waterford","","€286,343.61","No","Yes","New Dwelling house /Apartment",""
"17/01/2023","13 SEAPOINT, WICKLOW TOWN, CO WICKLOW","Wicklow","A67VY86","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","13B KINCORA COURT, CLONTARF, DUBLIN 3","Dublin","D03Y2T4","€555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","14 OLD STREET, CASTLECONNELL, LIMERICK","Limerick","V94A27T","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","15 LINNETSFIELD WALK, CASTAHEANY, CLONEE DUBLIN 15","Dublin","D15A8P2","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","15 Westmill Walk, Millers Glen, Swords","Dublin","","€378,854.63","No","Yes","New Dwelling house /Apartment",""
"17/01/2023","15 WILLIAM STREET, WEXFORD, CO WEXFORD","Wexford","Y35N7C9","€197,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","16 CLUAININ NA MBO, CARROWHUBBOCK, INNISCRONE","Sligo","F26YX08","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","16 MANOR COURT, ST MOCHTAS RD, CLONSILLA DUBLIN 15","Dublin","D15X450","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","16 PINEBROOK VIEW, CLONSILLA, DUBLIN 15","Dublin","D15N9YE","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","16 TURVEY WALK, DONABATE, DUBLIN","Dublin","K36E527","€294,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","17 FOSTER TERRACE, BALLYBOUGH, DUBLIN 3","Dublin","D03C562","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","17 SOUTHPOINT, MAIN STREET, BRAY","Wicklow","A98VK81","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","19 LONGFIELD DR, ARDGHEEA, CLONMEL","Tipperary","E91P8R2","€268,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","19 The Rise, Vartry Wood, Ashford","Wicklow","","€387,665.00","No","Yes","New Dwelling house /Apartment",""
"17/01/2023","19 WOODLAWN PARK, MOUNTTOWN, DUN LAOGHAIRE","Dublin","A96N8H2","€647,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","199 ASHCROFT, RAHENY, DUBLIN 5","Dublin","D05XW25","€383,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","1A KEVIN ST, CORK","Cork","T12PW63","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","1A RICHMOND HILL, MONKSTOWN","Dublin","A94A257","€830,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","2 BATH ST, WATERFORD, WATERFORD","Waterford","X91Y52W","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","2 THE BURN, SPRACKBURN, LETTERKENNY","Donegal","F92TN27","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","20 The Rise, Vartry Wood, Ashford","Wicklow","","€387,665.00","No","Yes","New Dwelling house /Apartment",""
"17/01/2023","20 UPPER BELADD, PORTLAOISE, CO LAOIS","Laois","R32VY9N","€216,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","21 FOXROCK MOUNT, FOXROCK, DUBLIN 18","Dublin","D18A6W7","€710,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","22 ABBEY GARDENS, ABBEYSIDE, DUNGARVAN","Waterford","X35E434","€575,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","22 GRAND CENTRAL APTS, CANAL RD, DONEGAL","Donegal","F92PF50","€147,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","22 THE INNINGS, OBSVERATORY LANE, RATHMINES DUBLIN 6","Dublin","D06C0D7","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","23 THE DRIVE, RICHMOND RISE, SALLYBROOK","Cork","T45FW70","€343,612.00","No","Yes","New Dwelling house /Apartment",""
"17/01/2023","24 HAZELBROOK, KINSEALY LANE, MALAHIDE","Dublin","K36TP22","€845,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","24 HEATHER GROVE, GLENCAIRIN, DOORADOYLE","Limerick","V94XVN1","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","25 An Lumann, New  Road, Glebe","Kildare","","€480,175.00","No","Yes","New Dwelling house /Apartment",""
"17/01/2023","25 ROCKDANIEL ROAD, CARRICKMACROSS, CO MONAGHAN","Monaghan","A81V528","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","27 KENLEY CLOSE, MODEL FARM RD, BISHOPSTOWN","Cork","T12P6ND","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","27 MEADOW COURT, MILLTOWN RD, TUAM","Galway","H54D921","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","28 EISCIR SUMMER RD, TULLAMORE, OFFALY","Offaly","R35V5T7","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","29 ABBEYWOOD WAY, LUCAN, DUBLIN","Dublin","K78FA34","€404,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","29 RIVER VIEW, MILL RD, SLANE","Meath","C15Y7H1","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","29 WATERMILL AVE, RAHENY, DUBLIN 5","Dublin","D05R521","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","2A RATHBORNE DR, ASHTOWN, DUBLIN 9","Dublin","D15KW94","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","3 KEARNEY PARK, TULLAMORE, OFFALY","Offaly","R35XR62","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","3 SUNSET AVENUE, RIVERCHAPEL, GOREY","Wexford","Y25YK23","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","3 WESTFIELD HOUSE, PATRICK ST, MULLINGAR","Westmeath","N91PC61","€112,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","30 FAIRVIEW STRAND, DUBLIN 3, DUBLIN","Dublin","D03TW24","€552,800.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2023","30 HEATHER GROVE, WOODFARM ACRES, PALMERSTOWN DUBLIN 20","Dublin","D20E394","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
